Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,lat_1,lat_2,lon_1,lon_2,lat_1_radians,lat_2_radians,lon_1_radians,lon_2_radians,distance (miles),distance (Km)
"Madras, India - Manchester, United Kingdom",MAN,MAA,25.3,55.35,13.05,80.23,25.3,13.05,55.35,80.23,0.441568143,0.227765386,0.966039396,1.400277158,1828,2942
"Accra, Ghana - Johannesburg, South Africa",ACC,JNB,5.6,-0.17,-26.13,28.23,5.6,-26.13,-0.17,28.23,0.097738403,-0.45605437,-0.002967059,0.492706272,2906,4677
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,40.6,51.47,-73.79,-0.45,0.708603423,0.898320645,-1.287877995,-0.007853979,3449,5550
"Lisbon, Portugal - Madrid, Spain",LIS,MAD,38.8,-9.13,40.46,-3.58,38.8,40.46,-9.13,-3.58,0.677187508,0.706159963,-0.159348504,-0.062482765,317,510
"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,53.3,51.47,-6.25,-0.45,0.930260159,0.898320645,-0.109083039,-0.007853979,276,443
"Kiev-borispol, Ukraine - London, United Kingdom",KBP,LHR,50.4,30.55,51.47,-0.45,50.4,51.47,30.55,-0.45,0.879645628,0.898320645,0.533197896,-0.007853979,1343,2162
"London, United Kingdom - Milan, Italy",LIN,LCY,45.5,9.18,51.5,0.05,45.5,51.5,9.18,0.05,0.794124526,0.898844243,0.160221168,0.000872664,589,947
"London, United Kingdom - Tokyo, Japan",LHR,NRT,51.5,-0.45,35.75,140.39,51.5,35.75,-0.45,140.39,0.898844243,0.623954984,-0.007853979,2.450266861,5965,9600
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,-23.6,-22.91,-46.66,-43.17,-0.411897556,-0.399854789,-0.814370338,-0.753458369,227,365
"London, United Kingdom - Luxembourg, Luxembourg",LCY,LUX,51.5,0.05,49.63,6.21,51.5,49.63,0.05,6.21,0.898844243,0.866206598,0.000872664,0.108384908,300,483
"Helsinki, Finland - London, United Kingdom",LHR,HEL,51.5,-0.45,60.31,24.97,51.5,60.31,-0.45,24.97,0.898844243,1.052607696,-0.007853979,0.435808558,1148,1847
"New York, United States Of America - Washington Dc, United States Of America",LGA,DCA,40.8,-73.88,38.85,-77.04,40.8,38.85,-73.88,-77.04,0.71209408,0.678060172,-1.28944879,-1.344601175,215,347
"London, United Kingdom - Melbourne, Australia",LHR,MEL,1.3,103.98,-37.67,144.85,1.3,-37.67,103.98,144.85,0.022689272,-0.657465294,1.814792707,2.528108518,3751,6036
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,51.5,47.45,-0.45,8.57,0.898844243,0.828158434,-0.007853979,0.149574663,492,792
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,1.3,51.47,103.98,-0.45,0.022689272,0.898320645,1.814792707,-0.007853979,6771,10898
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,51.5,46.23,-0.45,6.11,0.898844243,0.806865425,-0.007853979,0.106639579,471,758
"Frankfurt, Germany - New York, United States Of America",JFK,FRA,40.6,-73.79,50.05,8.56,40.6,50.05,-73.79,8.56,0.708603423,0.873536978,-1.287877995,0.149400131,3851,6198
"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,51.5,30.05,-0.45,31.25,0.898844243,0.524471253,-0.007853979,0.545415196,2196,3534
"Boston, United States Of America - London, United Kingdom",BOS,LHR,42.2,-71,51.47,-0.45,42.2,51.47,-71,-0.45,0.736528681,0.898320645,-1.239183326,-0.007853979,3266,5257
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,1.3,35.55,103.98,139.75,0.022689272,0.620464327,1.814792707,2.439096758,3299,5308
"Johannesburg, South Africa - Maputo, Mozambique",JNB,MPM,-26.1,28.23,-25.92,32.57,-26.1,-25.92,28.23,32.57,-0.455530772,-0.45238918,0.492706272,0.568453534,270,435
"Milan, Italy - Rome, Italy",LIN,FCO,45.5,9.18,41.9,12.5,45.5,41.9,9.18,12.5,0.794124526,0.731292695,0.160221168,0.218166078,299,482
"London, United Kingdom - Warsaw, Poland",LHR,WAW,51.5,-0.45,52.17,20.98,51.5,52.17,-0.45,20.98,0.898844243,0.910537945,-0.007853979,0.366169946,914,1471
"Dubai, United Arab Emirates - Madras, India",MAA,DXB,13.1,80.23,25.25,55.35,13.1,25.25,80.23,55.35,0.22863805,0.440695479,1.400277158,0.966039396,1825,2937
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,22.3,1.34,113.94,103.98,0.389208284,0.023387404,1.988627439,1.814792707,1597,2570
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,51.5,43.67,-0.45,7.21,0.898844243,0.762185012,-0.007853979,0.125838194,648,1043
"Geneva, Switzerland - London, United Kingdom",GVA,LCY,46.2,6.11,51.5,0.05,46.2,51.5,6.11,0.05,0.806341826,0.898844243,0.106639579,0.000872664,458,738
"London, United Kingdom - Lusaka, Zambia",LHR,LUN,-1.3,36.81,-15.33,28.45,-1.3,-15.33,36.81,28.45,-0.022689272,-0.267558879,0.642455468,0.496545995,1126,1812
"Newark, United States Of America - Phoenix, United States Of America",EWR,PHX,40.7,-74.18,33.44,-112.03,40.7,33.44,-74.18,-112.03,0.710348752,0.583637893,-1.294684776,-1.955291662,2131,3429
"Johannesburg, South Africa - Manchester, United Kingdom",JNB,MAN,25.3,55.35,53.37,0.1,25.3,53.37,55.35,0.1,0.441568143,0.931481889,0.966039396,0.001745329,3419,5502
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,31.1,22.32,121.8,113.94,0.542797203,0.38955735,2.125810269,1.988627439,777,1250
"Abu Dhabi, United Arab Emirates - London, United Kingdom",AUH,LHR,25.3,51.56,51.47,-0.45,25.3,51.47,51.56,-0.45,0.441568143,0.898320645,0.899891441,-0.007853979,3256,5241
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37,51.5,48.2,-0.45,16.37,0.898844243,0.841248399,-0.007853979,0.285710296,782,1259
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,25.3,28.66,55.35,77.26,0.441568143,0.500211185,0.966039396,1.348440898,1368,2202
"Los Angeles, United States Of America - San Francisco, United States Of America",SFO,LAX,37.6,-122.39,34.05,-118.24,37.6,34.05,-122.39,-118.24,0.656243564,0.594284398,-2.136107708,-2.06367657,338,544
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,22.3,40.07,113.94,116.58,0.389208284,0.699353181,1.988627439,2.034704114,1239,1994
"Dar Es Salaam, United Rep. Of Tanzania - London, United Kingdom",LHR,DAR,51.5,-0.45,-6.88,39.2,51.5,-6.88,-0.45,39.2,0.898844243,-0.12007861,-0.007853979,0.684168822,4671,7518
"London, United Kingdom - Zurich, Switzerland",ZRH,LCY,47.5,8.57,51.5,0.05,47.5,51.5,8.57,0.05,0.829031098,0.898844243,0.149574663,0.000872664,472,759
"Denver, United States Of America - London, United Kingdom",LHR,DEN,51.5,-0.45,39.77,-104.86,51.5,39.77,-0.45,-104.86,0.898844243,0.694117195,-0.007853979,-1.830151599,4674,7521
"London, United Kingdom - Seattle, United States Of America",LHR,SEA,51.5,-0.45,39.9,-75.59,51.5,39.9,-0.45,-75.59,0.898844243,0.696386123,-0.007853979,-1.31929391,3552,5717
"Dublin, Republic Of Ireland - London, United Kingdom",LCY,DUB,51.5,0.05,53.34,-6.25,51.5,53.34,0.05,-6.25,0.898844243,0.93095829,0.000872664,-0.109083039,295,474
"Dubai, United Arab Emirates - Mahe Island, Seychelles Islands",DXB,SEZ,25.3,55.35,-4.68,55.52,25.3,-4.68,55.35,55.52,0.441568143,-0.08168138,0.966039396,0.969006454,2074,3337
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,35.8,-33.92,140.39,151.23,0.624827649,-0.592015471,2.450266861,2.639460484,4873,7842
"London, United Kingdom - Mexico City, Mexico",LHR,MEX,51.5,-0.45,19.43,-99.16,51.5,19.43,-0.45,-99.16,0.898844243,0.339117352,-0.007853979,-1.730667867,5542,8919
"New York, United States Of America - Paris, France",CDG,JFK,49,2.54,40.64,-73.79,49,40.64,2.54,-73.79,0.855211028,0.709301554,0.044331347,-1.287877995,3629,5840
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,22.3,25.08,113.94,121.24,0.389208284,0.43772842,1.988627439,2.116036428,501,806
"London, United Kingdom - Moscow, Russia",SVO,LHR,56,37.42,51.47,-0.45,56,51.47,37.42,-0.45,0.977384032,0.898320645,0.653101973,-0.007853979,1560,2511
"Madrid, Spain - New York, United States Of America",JFK,MAD,40.6,-73.79,40.46,-3.58,40.6,40.46,-73.79,-3.58,0.708603423,0.706159963,-1.287877995,-0.062482765,3585,5770
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45,-26.1,51.47,28.23,-0.45,-0.455530772,0.898320645,0.492706272,-0.007853979,5642,9080
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,19.1,1.34,72.86,103.98,0.333357768,0.023387404,1.271646438,1.814792707,2440,3927
"Los Angeles, United States Of America - Newark, United States Of America",EWR,LAX,40.7,-74.18,34.05,-118.24,40.7,34.05,-74.18,-118.24,0.710348752,0.594284398,-1.294684776,-2.06367657,2439,3925
"Dallas, United States Of America - Newark, United States Of America",DFW,EWR,32.9,-97.04,40.69,-74.18,32.9,40.69,-97.04,-74.18,0.574213119,0.710174219,-1.693666901,-1.294684776,1371,2206
"Manchester, United Kingdom - Manila, Philippines",MAN,MNL,25.3,55.35,14.51,121.02,25.3,14.51,55.35,121.02,0.441568143,0.253247184,0.966039396,2.112196706,4296,6914
"London, United Kingdom - Stockholm, Sweden",ARN,LCY,60.7,15.85,51.5,0.05,60.7,51.5,15.85,0.05,1.059414477,0.898844243,0.276634588,0.000872664,877,1411
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75,22.3,35.55,113.94,139.75,0.389208284,0.620464327,1.988627439,2.439096758,1803,2902
"Bombay, India - New York, United States Of America",BOM,JFK,51.5,-0.45,40.64,-73.79,51.5,40.64,-0.45,-73.79,0.898844243,0.709301554,-0.007853979,-1.287877995,3446,5546
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,35.8,1.34,140.39,103.98,0.624827649,0.023387404,2.450266861,1.814792707,3335,5368
"Manchester, United Kingdom - Singapore, Singapore",SIN,MAN,1.3,103.98,53.37,0.1,1.3,53.37,103.98,0.1,0.022689272,0.931481889,1.814792707,0.001745329,6721,10817
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39,42.2,37.61,-71,-122.39,0.736528681,0.656418097,-1.239183326,-2.136107708,2704,4351
"Chicago, United States Of America - Newark, United States Of America",EWR,ORD,40.7,-74.18,41.6,-98.93,40.7,41.6,-74.18,-98.93,0.710348752,0.726056709,-1.294684776,-1.726653612,1286,2070
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,49,51.47,2.54,-0.45,0.855211028,0.898320645,0.044331347,-0.007853979,216,348
"Entebbe/kampala, Uganda - London, United Kingdom",EBB,LHR,-1.3,36.81,51.47,-0.45,-1.3,51.47,36.81,-0.45,-0.022689272,0.898320645,0.642455468,-0.007853979,4250,6840
"Nice, France - Paris, France",ORY,NCE,48.7,2.37,43.67,7.21,48.7,43.67,2.37,7.21,0.849975042,0.762185012,0.041364288,0.125838194,418,672
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,1.3,-33.92,103.98,151.23,0.022689272,-0.592015471,1.814792707,2.639460484,3915,6300
"Hong Kong, Hong Kong - New York, United States Of America",HKG,JFK,22.3,113.94,40.64,-73.79,22.3,40.64,113.94,-73.79,0.389208284,0.709301554,1.988627439,-1.287877995,8068,12985
"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,37.6,51.47,-122.39,-0.45,0.656243564,0.898320645,-2.136107708,-0.007853979,5361,8628
"Dusseldorf, Germany - London, United Kingdom",LHR,DUS,51.5,-0.45,51.28,6.78,51.5,51.28,-0.45,6.78,0.898844243,0.89500452,-0.007853979,0.118333281,312,503
"Dar Es Salaam, United Rep. Of Tanzania - Kilimanjaro, United Rep. Of Tanzania",DAR,JRO,-6.9,39.2,-3.43,37.07,-6.9,-3.43,39.2,37.07,-0.120427675,-0.059864772,0.684168822,0.646993322,281,453
"Dubai, United Arab Emirates - Glasgow, United Kingdom",DXB,GLA,25.3,55.35,55.86,-4.43,25.3,55.86,55.35,-4.43,0.441568143,0.974940572,0.966039396,-0.077318058,3630,5841
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01,50.1,53.64,8.56,10.01,0.874409643,0.936194276,0.149400131,0.174707396,253,406
"Newark, United States Of America - Singapore, Singapore",SIN,EWR,1.3,103.98,40.69,-74.18,1.3,40.69,103.98,-74.18,0.022689272,0.710174219,1.814792707,-1.294684776,9543,15359
"Lima, Peru - New York, United States Of America",LIM,JFK,-12,-77.11,40.64,-73.79,-12,40.64,-77.11,-73.79,-0.209439435,0.709301554,-1.345822905,-1.287877995,3647,5870
"Denver, United States Of America - New York, United States Of America",DEN,LGA,39.8,-104.86,40.77,-73.88,39.8,40.77,-104.86,-73.88,0.694640794,0.711570482,-1.830151599,-1.28944879,1627,2619
"London, United Kingdom - Rotterdam, Netherlands",RTM,LCY,52,4.43,51.5,0.05,52,51.5,4.43,0.05,0.907570887,0.898844243,0.077318058,0.000872664,191,307
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,35.6,22.32,139.75,113.94,0.621336992,0.38955735,2.439096758,1.988627439,1804,2902
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,-24.6,-26.13,25.93,28.23,-0.429350842,-0.45605437,0.452563713,0.492706272,178,287
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,-26.1,0.04,28.23,32.44,-0.455530772,0.000698131,0.492706272,0.566184607,1830,2945
"New York, United States Of America - Singapore, Singapore",SIN,JFK,25.3,55.35,40.64,-73.79,25.3,40.64,55.35,-73.79,0.441568143,0.709301554,0.966039396,-1.287877995,6841,11009
"Bombay, India - Johannesburg, South Africa",JNB,BOM,-26.1,28.23,19.09,72.86,-26.1,19.09,28.23,72.86,-0.455530772,0.333183235,0.492706272,1.271646438,4331,6969
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,50.1,48.34,8.56,11.77,0.874409643,0.843691859,0.149400131,0.20542518,189,305
"Frankfurt, Germany - Johannesburg, South Africa",JNB,FRA,-26.1,28.23,50.05,8.56,-26.1,50.05,28.23,8.56,-0.455530772,0.873536978,0.492706272,0.149400131,5404,8697
"Las Vegas, United States Of America - Newark, United States Of America",EWR,LAS,40.7,-74.18,32.02,-87.96,40.7,32.02,-74.18,-87.96,0.710348752,0.558854227,-1.294684776,-1.535191061,972,1565
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LGW,25.3,55.35,51.16,-0.16,25.3,51.16,55.35,-0.16,0.441568143,0.892910126,0.966039396,-0.002792526,3400,5472
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,28.7,19.09,77.26,72.86,0.500909316,0.333183235,1.348440898,1.271646438,720,1159
"Geneva, Switzerland - Newark, United States Of America",GVA,EWR,46.2,6.11,40.69,-74.18,46.2,40.69,6.11,-74.18,0.806341826,0.710174219,0.106639579,-1.294684776,3874,6234
"Milan, Italy - New York, United States Of America",MXP,JFK,45.5,9.18,40.64,-73.79,45.5,40.64,9.18,-73.79,0.794124526,0.709301554,0.160221168,-1.287877995,4013,6458
"Dubai, United Arab Emirates - Geneva, Switzerland",DXB,GVA,25.3,55.35,46.23,6.11,25.3,46.23,55.35,6.11,0.441568143,0.806865425,0.966039396,0.106639579,3057,4920
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LCY,54.1,-4.63,51.5,0.05,54.1,51.5,-4.63,0.05,0.944222788,0.898844243,-0.080808715,0.000872664,266,428
"Hong Kong, Hong Kong - Jakarta-soekarno, Indonesia",HKG,CGK,22.3,113.94,-6.13,106.66,22.3,-6.13,113.94,106.66,0.389208284,-0.106988645,1.988627439,1.861567515,2027,3263
"Cairo, Egypt - Johannesburg, South Africa",JNB,CAI,25.3,55.35,30.05,31.25,25.3,30.05,55.35,31.25,0.441568143,0.524471253,0.966039396,0.545415196,1509,2429
"Johannesburg, South Africa - Paris, France",JNB,CDG,-26.1,28.23,49.01,2.54,-26.1,49.01,28.23,2.54,-0.455530772,0.855385561,0.492706272,0.044331347,5432,8742
"London, United Kingdom - Manchester, United Kingdom",MAN,LHR,53.4,0.1,51.47,-0.45,53.4,51.47,0.1,-0.45,0.932005487,0.898320645,0.001745329,-0.007853979,135,218
"Arusha, United Rep. Of Tanzania - Dar Es Salaam, United Rep. Of Tanzania",DAR,ARK,-6.9,39.2,-3.37,36.67,-6.9,-3.37,39.2,36.67,-0.120427675,-0.058817575,0.684168822,0.640012008,300,483
"London, United Kingdom - Sao Paulo, Brazil",GRU,LHR,-23.4,-46.48,51.47,-0.45,-23.4,51.47,-46.48,-0.45,-0.408406899,0.898320645,-0.811228746,-0.007853979,5883,9468
"London, United Kingdom - Sao Paulo, Brazil",GRU,LHR,-23.4,-46.48,51.47,-0.45,-23.4,51.47,-46.48,-0.45,-0.408406899,0.898320645,-0.811228746,-0.007853979,5883,9468
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23,1.3,13.05,103.98,80.23,0.022689272,0.227765386,1.814792707,1.400277158,1818,2926
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,19.1,25.25,72.86,55.35,0.333357768,0.440695479,1.271646438,0.966039396,1198,1928
"London, United Kingdom - Vancouver, Canada",LHR,YVR,51.5,-0.45,49.19,-123.17,51.5,49.19,-0.45,-123.17,0.898844243,0.858527152,-0.007853979,-2.149721271,4713,7584
"Frankfurt, Germany - Riyadh, Saudi Arabia",FRA,RUH,50.1,8.56,24.94,46.71,50.1,24.94,8.56,46.71,0.874409643,0.43528496,0.149400131,0.815243002,2674,4303
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,25.3,28.66,55.35,77.26,0.441568143,0.500211185,0.966039396,1.348440898,1368,2202
"London, United Kingdom - Miami, United States Of America",LHR,MIA,51.5,-0.45,33.4,-110.87,51.5,33.4,-0.45,-110.87,0.898844243,0.582939762,-0.007853979,-1.93504585,5226,8410
"Bahrain, Bahrain - London, United Kingdom",LHR,BAH,51.5,-0.45,26.27,50.63,51.5,26.27,-0.45,50.63,0.898844243,0.458497831,-0.007853979,0.883659884,3168,5099
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,19.1,1.34,72.86,103.98,0.333357768,0.023387404,1.271646438,1.814792707,2440,3927
"Philadelphia, United States Of America - San Francisco, United States Of America",PHL,SFO,45.1,-89.01,37.61,-122.39,45.1,37.61,-89.01,-122.39,0.787143211,0.656418097,-1.553517012,-2.136107708,1794,2888
"London, United Kingdom - Shanghai, China",PVG,LHR,31.1,121.8,51.47,-0.45,31.1,51.47,121.8,-0.45,0.542797203,0.898320645,2.125810269,-0.007853979,5751,9255
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,50.1,52.55,8.56,13.29,0.874409643,0.917170194,0.149400131,0.231954175,265,427
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,19.1,1.34,72.86,103.98,0.333357768,0.023387404,1.271646438,1.814792707,2440,3927
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,51.5,38.77,-0.45,-9.13,0.898844243,0.676663909,-0.007853979,-0.159348504,975,1570
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,42.2,40.77,-71,-73.88,0.736528681,0.711570482,-1.239183326,-1.28944879,179,288
"Montreal, Canada - New York, United States Of America",LGA,YUL,40.8,-73.88,45.46,-73.75,40.8,45.46,-73.88,-73.75,0.71209408,0.793426394,-1.28944879,-1.287179863,322,519
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,-33.9,22.32,151.23,113.94,-0.591666405,0.38955735,2.639460484,1.988627439,4598,7400
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,1.3,35.55,103.98,139.75,0.022689272,0.620464327,1.814792707,2.439096758,3299,5308
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,35.6,22.32,139.75,113.94,0.621336992,0.38955735,2.439096758,1.988627439,1804,2902
"Barcelona, Spain - London, United Kingdom",BCN,LHR,41.3,2.08,51.47,-0.45,41.3,51.47,2.08,-0.45,0.720820723,0.898320645,0.036302835,-0.007853979,714,1148
"Denver, United States Of America - Newark, United States Of America",EWR,DEN,40.7,-74.18,39.77,-104.86,40.7,39.77,-74.18,-104.86,0.710348752,0.694117195,-1.294684776,-1.830151599,1613,2596
"London, United Kingdom - Washington Dc, United States Of America",IAD,LHR,39,-77.45,51.47,-0.45,39,51.47,-77.45,-0.45,0.680678165,0.898320645,-1.351757022,-0.007853979,3669,5904
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,47.5,40.64,8.57,-73.79,0.829031098,0.709301554,0.149574663,-1.287877995,3925,6317
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,35.8,1.34,140.39,103.98,0.624827649,0.023387404,2.450266861,1.814792707,3335,5368
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,1.3,-33.92,103.98,151.23,0.022689272,-0.592015471,1.814792707,2.639460484,3915,6300
"Singapore, Singapore - Tokyo, Japan",HND,SIN,35.6,139.75,1.34,103.98,35.6,1.34,139.75,103.98,0.621336992,0.023387404,2.439096758,1.814792707,3299,5308
"Hong Kong, Hong Kong - Johannesburg, South Africa",JNB,HKG,-26.1,28.23,22.32,113.94,-26.1,22.32,28.23,113.94,-0.455530772,0.38955735,0.492706272,1.988627439,6642,10689
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35,1.3,25.25,103.98,55.35,0.022689272,0.440695479,1.814792707,0.966039396,3639,5856
"London, United Kingdom - Rio De Janeiro, Brazil",GIG,LHR,-22.8,-43.24,51.47,-0.45,-22.8,51.47,-43.24,-0.45,-0.397934927,0.898320645,-0.754680099,-0.007853979,5755,9262
"Las Vegas, United States Of America - London, United Kingdom",LAS,LHR,32,-87.96,51.47,-0.45,32,51.47,-87.96,-0.45,0.558505161,0.898320645,-1.535191061,-0.007853979,4431,7130
"Newark, United States Of America - Seattle, United States Of America",EWR,SEA,40.7,-74.18,39.9,-75.59,40.7,39.9,-74.18,-75.59,0.710348752,0.696386123,-1.294684776,-1.31929391,93,149
"New York, United States Of America - San Diego, United States Of America",SAN,JFK,32.7,-102.18,40.64,-73.79,32.7,40.64,-102.18,-73.79,0.570722461,0.709301554,-1.783376792,-1.287877995,1659,2670
